trackName,artistName,genre,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Walking In The Air,AURORA,art pop,209053,0.38,0.138,9,-11.135,0,0.0356,0.761,0.00086,0.108,0.054,91.262,209053,4
Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,art pop,378588,0.444,0.26,7,-10.045,1,0.0316,0.964,0.0815,0.125,0.121,120.443,211613,4
Woman - Single Version,Cat Power,art pop,245627,0.562,0.395,0,-9.503,1,0.0388,0.758,0.0165,0.228,0.37,109.101,245628,4
Writer In The Dark,Lorde,art pop,1015003,0.325,0.271,7,-8.069,1,0.0418,0.73,0,0.301,0.279,71.855,216611,4
Young And Beautiful,Lana Del Rey,art pop,12267791,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053,4
Your Power,Billie Eilish,art pop,988224,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,245897,4
BLOOD FLAME,BADTRIP MUSIC,drift phonk,181119,0.781,0.913,7,-1.689,1,0.0802,0.0348,8.58e-05,0.294,0.557,120.027,181120,4
BLOOD RACE,Ghostface Playa,drift phonk,109459,0.714,0.891,10,-2.819,0,0.199,2.5e-05,0.104,0.4,0.664,183.995,109565,4
BREAKDOWN,MC ORSEN,drift phonk,146819,0.678,0.929,9,-2.092,1,0.0837,0.0104,2.84e-05,0.308,0.592,169.996,146820,4
u.,niteboi,drift phonk,174175,0.483,0.531,4,-10.091,0,0.0604,0.0582,0.906,0.111,0.0973,123.942,174299,4
vendetta!,MUPP,drift phonk,811168,0.706,0.91,1,-3.527,1,0.146,0.175,2e-06,0.11,0.667,126.007,107045,4
vendetta! - sped up,MUPP,drift phonk,91582,0.654,0.944,1,-3.207,1,0.223,0.207,2.01e-06,0.126,0.632,147.308,91582,4
COURAGE,SHADXWBXRN,drift phonk,515667,0.732,0.994,7,-4.159,1,0.351,0.00414,0.38,0.0851,0.648,186.026,129032,4
COWBELL WARRIOR!,Sxmpra,drift phonk,521617,0.747,0.801,2,-5.826,1,0.334,0.0287,2.97e-05,0.441,0.707,167.077,149461,4
CRIMINAL MANE,PRXSXNT FXTURE,drift phonk,151804,0.806,0.658,5,-9.017,0,0.0505,0.34,0.772,0.0777,0.205,118.998,153277,4
DAEDALUS,Phonk Killer,drift phonk,125479,0.916,0.702,0,-4.78,1,0.0362,0.00567,0.271,0.13,0.842,126.066,125719,4
DAMAGE,SHADXWBXRN,drift phonk,282867,0.666,0.958,0,-3.602,1,0.0455,0.273,0.931,0.0993,0.909,121.993,141639,4
DECIMATION,Eyez Hate U,drift phonk,137072,0.7,0.975,4,-2.659,0,0.0356,0.00382,0.427,0.328,0.43,126.011,137148,4
DEVIL SOUL,Phonk Killer,drift phonk,226118,0.88,0.712,7,-4.27,1,0.0795,0.145,0.936,0.162,0.615,131.983,113187,4
Destination,VØJ,drift phonk,8899,0.646,0.708,3,-5.875,0,0.065,0.0145,0.781,0.35,0.382,128.011,144136,4
Devil Eyes,ZODIVK,drift phonk,273101,0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,136652,4
Disaster,KSLV Noh,drift phonk,470672,0.825,0.613,0,-6.043,1,0.0941,0.0158,0.391,0.159,0.511,117.052,84138,4
ETERNAL NIGHT,SXULCVTCHER,drift phonk,116844,0.754,0.866,11,-5.115,0,0.0445,0.000116,0.0756,0.48,0.123,122.007,118053,4
FAKE SMILE,GREEN ORXNGE,drift phonk,145354,0.594,0.928,11,-3.08,0,0.0649,0.000262,0.475,0.18,0.389,119.988,145354,4
FULL SEND,BLXCKBUSTA,drift phonk,92932,0.537,0.922,7,-3.793,1,0.0432,0.0434,0.609,0.284,0.339,165,119273,4
GODMODE,4WHEEL,drift phonk,94820,0.789,0.897,5,-1.375,0,0.0778,0.659,0.00013,0.629,0.105,130.015,164000,4
HEADLIGHTS FLASHES,HXVRMXN,drift phonk,324021,0.719,0.898,9,-5.328,0,0.0751,0.0157,0.827,0.0771,0.0353,105.006,162167,4
HIT THE GAS,gelowler,drift phonk,104002,0.786,0.969,4,-1.463,0,0.316,0.389,0,0.652,0.822,97.472,128644,4
HYDRA,FORGOTTENAGE,drift phonk,141428,0.853,0.706,4,-4.278,0,0.255,0.267,0.149,0.323,0.425,112.027,141429,4
Hope,CREEPYMANE,drift phonk,111095,0.793,0.978,1,-1.523,1,0.0296,0.0666,0.474,0.103,0.793,128.079,112500,4
Hot Wheels,Kaito Shoma,drift phonk,160000,0.737,0.95,6,1.106,0,0.295,0.0512,2.34e-06,0.507,0.527,134.982,160000,4
INCOMING,MC ORSEN,drift phonk,1073004,0.905,0.876,2,-5.467,1,0.0422,0.00391,0.841,0.058,0.31,124.976,140160,4
KNIGHT II,KXNVRA,drift phonk,15619,0.831,0.872,10,-4.666,0,0.0598,0.00275,0.913,0.133,0.41,93.996,125954,4
Keraunos,PlayaPhonk,drift phonk,144906,0.838,0.59,7,-4.305,1,0.233,0.439,0.874,0.105,0.495,150.02,144980,4
LETTERS TO BANKSY,PHONK WALKER,drift phonk,179407,0.699,0.825,1,-6.155,1,0.0523,0.0892,0.931,0.0928,0.361,169.994,179407,4
Leave The City,Nakani,drift phonk,57646,0.719,0.699,8,-5.341,0,0.031,0.00116,0.859,0.121,0.14,120.951,190442,4
Live Another Day,Kordhell,drift phonk,1066611,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,4
MIDNIGHT,PLAYAMANE,drift phonk,796390,0.633,0.433,1,-8.833,1,0.229,0.0053,0.28,0.145,0.373,122.088,121972,4
MORTAL,Pharmacist,drift phonk,143784,0.672,0.996,11,-1.448,1,0.0545,0.0846,0.928,0.111,0.697,174.965,143920,4
Massacre,CREEPYMANE,drift phonk,100000,0.717,0.982,8,0.655,1,0.176,0.0268,0.274,0.327,0.801,120.021,100000,4
Moss,Nakani,drift phonk,148631,0.711,0.714,11,-9.179,1,0.0886,0.318,0.92,0.0909,0.259,134.345,148632,4
Murder In My Mind,Kordhell,drift phonk,1429153,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,145000,4
Murder In My Mind - Sped Up,Kordhell,drift phonk,159610,0.598,0.994,2,-0.89,1,0.404,0.00364,0.0617,0.397,0.151,151.135,115200,4
North Memphis,Pharmacist,drift phonk,407449,0.716,0.942,1,-6.116,1,0.0565,0.000136,0.836,0.0663,0.899,167.371,135827,4
OMEN,ZODIVK,drift phonk,290806,0.711,0.867,0,-5.749,1,0.246,0.000493,0.603,0.211,0.626,119.973,114031,4
OUT OF NOTHING,HXVRMXN,drift phonk,155896,0.631,0.867,11,-2.441,0,0.234,0.0146,0.011,0.41,0.76,167.969,155897,4
OVERDO$E,Pharmacist,drift phonk,30210,0.707,0.772,0,-3.273,1,0.109,0.000711,0.924,0.194,0.47,150.028,181604,4
Override,KSLV Noh,drift phonk,802025,0.688,0.761,4,-4.607,0,0.163,0.00477,0.414,0.175,0.536,111.011,114625,4
PARADIGMA,MC ORSEN,drift phonk,916766,0.853,0.851,10,-5.106,0,0.0392,0.381,0.845,0.0949,0.656,124.993,138240,4
POLTERGEIST,FORGOTTENAGE,drift phonk,139954,0.794,0.962,1,-3.064,1,0.0693,0.00143,0.791,0.0845,0.283,109.998,140182,4
PRINCE OF DARKNESS,SHADXWBXRN,drift phonk,247422,0.685,0.93,8,-4.65,1,0.0398,0.153,0.841,0.168,0.487,124.011,123871,4
PURE MONSTROSITY,PlayaPhonk,drift phonk,137526,0.605,0.682,1,-6.874,1,0.108,0.0245,0.857,0.263,0.326,124.941,136395,4
Phonky Town,PlayaPhonk,drift phonk,535357,0.805,0.816,1,-4.685,1,0.346,0.363,0.826,0.121,0.338,124.966,141343,4
Queen of Pain,VØJ,drift phonk,103840,0.819,0.91,0,-6.592,1,0.209,0.0418,0.494,0.664,0.633,122.003,133366,4
RAVE,Dxrk ダーク,drift phonk,1131215,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918,169245,4
RUNWAY,HXVRMXN,drift phonk,177951,0.752,0.971,7,-1.591,0,0.052,0.0393,0.63,0.0916,0.164,108.01,177951,4
SUICIDE YEAR,WEEDMANE,drift phonk,91821,0.788,0.871,6,-5.782,0,0.043,0.172,0.00164,0.115,0.401,128.195,91820,4
Sahara,Hensonn,drift phonk,1681726,0.615,0.521,2,-9.488,1,0.0318,0.146,0.772,0.11,0.045,115.016,171385,4
Sahara - Slowed,Hensonn,drift phonk,1718410,0.502,0.37,0,-12.129,0,0.0288,0.231,0.866,0.0699,0.0392,183.41,214894,4
Scary Garry,Kaito Shoma,drift phonk,198229,0.812,0.974,8,-2.327,1,0.227,0.695,0.512,0.582,0.064,153.979,99748,4
South,HXVRMXN,drift phonk,191885,0.866,0.667,6,-6.68,0,0.0558,0.399,0.00242,0.156,0.583,139.939,192000,4
TAKE OFF,MC ORSEN,drift phonk,118153,0.694,0.924,0,-2.218,1,0.0557,0.00117,0.917,0.259,0.349,124.933,118172,4
THERMAL IMAGER,HIDEOUS MORBID,drift phonk,220181,0.633,0.926,9,-3.054,1,0.044,0.000223,0.816,0.12,0.373,117.997,132203,4
TOKYO DRIFT,PRXSXNT FXTURE,drift phonk,149238,0.718,0.87,2,-6.227,1,0.0447,0.000178,0.234,0.0869,0.129,118.937,124034,4
The Wayfarer,ZODIVK,drift phonk,586116,0.698,0.881,8,-4.697,0,0.621,0.048,0.612,0.409,0.242,105.011,195762,4
UNCOVERED KILLER,Mista Playa,drift phonk,134889,0.783,0.864,11,-4.937,1,0.116,0.00138,0.00457,0.0998,0.801,119.976,136349,4
WARNING - Sped Up,MC ORSEN,drift phonk,108671,0.768,0.858,8,-4.629,1,0.0767,0.0144,0.861,0.0829,0.522,143.56,108672,4
Why Not,Ghostface Playa,drift phonk,432042,0.725,0.984,9,-1.638,1,0.0351,0.000718,0.895,0.372,0.931,119.983,165000,4
BLOOD FLAME,BADTRIP MUSIC,drift phonk,181119,0.781,0.913,7,-1.689,1,0.0802,0.0348,8.58e-05,0.294,0.557,120.027,181120,4
BLOOD RACE,Ghostface Playa,drift phonk,109459,0.714,0.891,10,-2.819,0,0.199,2.5e-05,0.104,0.4,0.664,183.995,109565,4
BREAKDOWN,MC ORSEN,drift phonk,146819,0.678,0.929,9,-2.092,1,0.0837,0.0104,2.84e-05,0.308,0.592,169.996,146820,4
u.,niteboi,drift phonk,174175,0.483,0.531,4,-10.091,0,0.0604,0.0582,0.906,0.111,0.0973,123.942,174299,4
vendetta!,MUPP,drift phonk,811168,0.706,0.91,1,-3.527,1,0.146,0.175,2e-06,0.11,0.667,126.007,107045,4
vendetta! - sped up,MUPP,drift phonk,91582,0.654,0.944,1,-3.207,1,0.223,0.207,2.01e-06,0.126,0.632,147.308,91582,4
COURAGE,SHADXWBXRN,drift phonk,515667,0.732,0.994,7,-4.159,1,0.351,0.00414,0.38,0.0851,0.648,186.026,129032,4
COWBELL WARRIOR!,Sxmpra,drift phonk,521617,0.747,0.801,2,-5.826,1,0.334,0.0287,2.97e-05,0.441,0.707,167.077,149461,4
CRIMINAL MANE,PRXSXNT FXTURE,drift phonk,151804,0.806,0.658,5,-9.017,0,0.0505,0.34,0.772,0.0777,0.205,118.998,153277,4
DAEDALUS,Phonk Killer,drift phonk,125479,0.916,0.702,0,-4.78,1,0.0362,0.00567,0.271,0.13,0.842,126.066,125719,4
DAMAGE,SHADXWBXRN,drift phonk,282867,0.666,0.958,0,-3.602,1,0.0455,0.273,0.931,0.0993,0.909,121.993,141639,4
DECIMATION,Eyez Hate U,drift phonk,137072,0.7,0.975,4,-2.659,0,0.0356,0.00382,0.427,0.328,0.43,126.011,137148,4
DEVIL SOUL,Phonk Killer,drift phonk,226118,0.88,0.712,7,-4.27,1,0.0795,0.145,0.936,0.162,0.615,131.983,113187,4
Destination,VØJ,drift phonk,8899,0.646,0.708,3,-5.875,0,0.065,0.0145,0.781,0.35,0.382,128.011,144136,4
Devil Eyes,ZODIVK,drift phonk,273101,0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,136652,4
Disaster,KSLV Noh,drift phonk,470672,0.825,0.613,0,-6.043,1,0.0941,0.0158,0.391,0.159,0.511,117.052,84138,4
ETERNAL NIGHT,SXULCVTCHER,drift phonk,116844,0.754,0.866,11,-5.115,0,0.0445,0.000116,0.0756,0.48,0.123,122.007,118053,4
FAKE SMILE,GREEN ORXNGE,drift phonk,145354,0.594,0.928,11,-3.08,0,0.0649,0.000262,0.475,0.18,0.389,119.988,145354,4
FULL SEND,BLXCKBUSTA,drift phonk,92932,0.537,0.922,7,-3.793,1,0.0432,0.0434,0.609,0.284,0.339,165,119273,4
GODMODE,4WHEEL,drift phonk,94820,0.789,0.897,5,-1.375,0,0.0778,0.659,0.00013,0.629,0.105,130.015,164000,4
HEADLIGHTS FLASHES,HXVRMXN,drift phonk,324021,0.719,0.898,9,-5.328,0,0.0751,0.0157,0.827,0.0771,0.0353,105.006,162167,4
HIT THE GAS,gelowler,drift phonk,104002,0.786,0.969,4,-1.463,0,0.316,0.389,0,0.652,0.822,97.472,128644,4
HYDRA,FORGOTTENAGE,drift phonk,141428,0.853,0.706,4,-4.278,0,0.255,0.267,0.149,0.323,0.425,112.027,141429,4
Hope,CREEPYMANE,drift phonk,111095,0.793,0.978,1,-1.523,1,0.0296,0.0666,0.474,0.103,0.793,128.079,112500,4
Hot Wheels,Kaito Shoma,drift phonk,160000,0.737,0.95,6,1.106,0,0.295,0.0512,2.34e-06,0.507,0.527,134.982,160000,4
INCOMING,MC ORSEN,drift phonk,1073004,0.905,0.876,2,-5.467,1,0.0422,0.00391,0.841,0.058,0.31,124.976,140160,4
KNIGHT II,KXNVRA,drift phonk,15619,0.831,0.872,10,-4.666,0,0.0598,0.00275,0.913,0.133,0.41,93.996,125954,4
Keraunos,PlayaPhonk,drift phonk,144906,0.838,0.59,7,-4.305,1,0.233,0.439,0.874,0.105,0.495,150.02,144980,4
LETTERS TO BANKSY,PHONK WALKER,drift phonk,179407,0.699,0.825,1,-6.155,1,0.0523,0.0892,0.931,0.0928,0.361,169.994,179407,4
Leave The City,Nakani,drift phonk,57646,0.719,0.699,8,-5.341,0,0.031,0.00116,0.859,0.121,0.14,120.951,190442,4
Live Another Day,Kordhell,drift phonk,1066611,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,4
MIDNIGHT,PLAYAMANE,drift phonk,796390,0.633,0.433,1,-8.833,1,0.229,0.0053,0.28,0.145,0.373,122.088,121972,4
MORTAL,Pharmacist,drift phonk,143784,0.672,0.996,11,-1.448,1,0.0545,0.0846,0.928,0.111,0.697,174.965,143920,4
Massacre,CREEPYMANE,drift phonk,100000,0.717,0.982,8,0.655,1,0.176,0.0268,0.274,0.327,0.801,120.021,100000,4
Moss,Nakani,drift phonk,148631,0.711,0.714,11,-9.179,1,0.0886,0.318,0.92,0.0909,0.259,134.345,148632,4
Murder In My Mind,Kordhell,drift phonk,1429153,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,145000,4
Murder In My Mind - Sped Up,Kordhell,drift phonk,159610,0.598,0.994,2,-0.89,1,0.404,0.00364,0.0617,0.397,0.151,151.135,115200,4
North Memphis,Pharmacist,drift phonk,407449,0.716,0.942,1,-6.116,1,0.0565,0.000136,0.836,0.0663,0.899,167.371,135827,4
OMEN,ZODIVK,drift phonk,290806,0.711,0.867,0,-5.749,1,0.246,0.000493,0.603,0.211,0.626,119.973,114031,4
OUT OF NOTHING,HXVRMXN,drift phonk,155896,0.631,0.867,11,-2.441,0,0.234,0.0146,0.011,0.41,0.76,167.969,155897,4
OVERDO$E,Pharmacist,drift phonk,30210,0.707,0.772,0,-3.273,1,0.109,0.000711,0.924,0.194,0.47,150.028,181604,4
Override,KSLV Noh,drift phonk,802025,0.688,0.761,4,-4.607,0,0.163,0.00477,0.414,0.175,0.536,111.011,114625,4
PARADIGMA,MC ORSEN,drift phonk,916766,0.853,0.851,10,-5.106,0,0.0392,0.381,0.845,0.0949,0.656,124.993,138240,4
POLTERGEIST,FORGOTTENAGE,drift phonk,139954,0.794,0.962,1,-3.064,1,0.0693,0.00143,0.791,0.0845,0.283,109.998,140182,4
PRINCE OF DARKNESS,SHADXWBXRN,drift phonk,247422,0.685,0.93,8,-4.65,1,0.0398,0.153,0.841,0.168,0.487,124.011,123871,4
PURE MONSTROSITY,PlayaPhonk,drift phonk,137526,0.605,0.682,1,-6.874,1,0.108,0.0245,0.857,0.263,0.326,124.941,136395,4
Phonky Town,PlayaPhonk,drift phonk,535357,0.805,0.816,1,-4.685,1,0.346,0.363,0.826,0.121,0.338,124.966,141343,4
Queen of Pain,VØJ,drift phonk,103840,0.819,0.91,0,-6.592,1,0.209,0.0418,0.494,0.664,0.633,122.003,133366,4
RAVE,Dxrk ダーク,drift phonk,1131215,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918,169245,4
RUNWAY,HXVRMXN,drift phonk,177951,0.752,0.971,7,-1.591,0,0.052,0.0393,0.63,0.0916,0.164,108.01,177951,4
SUICIDE YEAR,WEEDMANE,drift phonk,91821,0.788,0.871,6,-5.782,0,0.043,0.172,0.00164,0.115,0.401,128.195,91820,4
Sahara,Hensonn,drift phonk,1681726,0.615,0.521,2,-9.488,1,0.0318,0.146,0.772,0.11,0.045,115.016,171385,4
Sahara - Slowed,Hensonn,drift phonk,1718410,0.502,0.37,0,-12.129,0,0.0288,0.231,0.866,0.0699,0.0392,183.41,214894,4
Scary Garry,Kaito Shoma,drift phonk,198229,0.812,0.974,8,-2.327,1,0.227,0.695,0.512,0.582,0.064,153.979,99748,4
South,HXVRMXN,drift phonk,191885,0.866,0.667,6,-6.68,0,0.0558,0.399,0.00242,0.156,0.583,139.939,192000,4
TAKE OFF,MC ORSEN,drift phonk,118153,0.694,0.924,0,-2.218,1,0.0557,0.00117,0.917,0.259,0.349,124.933,118172,4
THERMAL IMAGER,HIDEOUS MORBID,drift phonk,220181,0.633,0.926,9,-3.054,1,0.044,0.000223,0.816,0.12,0.373,117.997,132203,4
TOKYO DRIFT,PRXSXNT FXTURE,drift phonk,149238,0.718,0.87,2,-6.227,1,0.0447,0.000178,0.234,0.0869,0.129,118.937,124034,4
The Wayfarer,ZODIVK,drift phonk,586116,0.698,0.881,8,-4.697,0,0.621,0.048,0.612,0.409,0.242,105.011,195762,4
UNCOVERED KILLER,Mista Playa,drift phonk,134889,0.783,0.864,11,-4.937,1,0.116,0.00138,0.00457,0.0998,0.801,119.976,136349,4
WARNING - Sped Up,MC ORSEN,drift phonk,108671,0.768,0.858,8,-4.629,1,0.0767,0.0144,0.861,0.0829,0.522,143.56,108672,4
Why Not,Ghostface Playa,drift phonk,432042,0.725,0.984,9,-1.638,1,0.0351,0.000718,0.895,0.372,0.931,119.983,165000,4
After Midnight,Slushii,brostep,178438,0.418,0.965,10,-2.417,0,0.163,0.0477,3.88e-06,0.561,0.28,139.759,178519,4
All I Ask of You (feat. Pennybirdrabbit),Skrillex,brostep,680412,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,340341,4
All In (feat. Jimmy Levy),NITTI,brostep,666014,0.288,0.754,6,-3.376,0,0.0476,0.0938,0,0.238,0.311,174.095,234518,4
All Is Fair in Love and Brostep,Skrillex,brostep,45034,0.581,0.925,11,-3.213,1,0.151,0.00112,0,0.406,0.269,139.982,249120,4
American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,brostep,3615,0.617,0.514,9,-7.099,1,0.0722,0.0154,0,0.118,0.365,81.067,153196,4
Bangarang (feat. Sirah),Skrillex,brostep,433884,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,215253,4
Better Off Alone,Kai Wachi,brostep,0,0.536,0.782,2,-3.164,0,0.0539,0.0498,0.00914,0.0773,0.183,150.131,291635,4
Breakn' a Sweat,Skrillex,brostep,2032,0.596,0.921,11,-2.5,0,0.074,0.0049,0.00019,0.536,0.232,139.969,301987,4
Chicken Soup,Skrillex,brostep,2765,0.823,0.815,11,-3.947,1,0.134,0.00129,0.0494,0.599,0.474,125.989,207293,4
Cold Hearted,Seven Lions,brostep,479337,0.436,0.938,2,-3.534,1,0.0917,0.000521,0.00907,0.344,0.131,149.993,272951,4
Cold Skin - INTERCOM Remix,Seven Lions,brostep,122684,0.42,0.641,7,-5.11,0,0.0474,0.0194,0.00012,0.166,0.141,75.229,288024,4
Don’t Go (with Justin Bieber & Don Toliver),Skrillex,brostep,10642,0.689,0.695,11,-5.22,1,0.0429,0.019,0,0.123,0.359,75.05,168253,4
Don’t Lie (feat. KARRA),Tisoki,brostep,2899838,0.86,0.805,9,-2.524,0,0.108,0.0286,0.00812,0.487,0.797,150.061,196000,4
Ease My Mind,Skrillex,brostep,3556,0.404,0.753,8,-2.986,0,0.0656,0.0649,0,0.281,0.207,150.147,302520,4
First of the Year (Equinox),Skrillex,brostep,259975,0.429,0.948,5,-3.657,0,0.227,0.00711,0.0148,0.0812,0.55,115.785,261517,3
Foolish Of Me (feat. Jonathan Mendelsohn),Seven Lions,brostep,23076,0.379,0.689,11,-5.455,0,0.0745,0.146,0,0.326,0.347,179.99,186667,4
Gravity,SLANDER,brostep,169958,0.631,0.862,2,-3.642,0,0.0999,0.153,0.00109,0.107,0.39,149.939,364800,4
HUMBLE. - SKRILLEX REMIX,Skrillex,brostep,501455,0.901,0.934,11,-2.345,1,0.273,0.00794,7.68e-05,0.194,0.868,150.037,156800,4
Happier,Marshmello,brostep,214289,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
Here With Me,Marshmello,brostep,156346,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4
IT HURTS!,San Holo,brostep,31630,0.483,0.632,2,-5.624,1,0.0351,0.0419,0.000622,0.422,0.363,146.936,228125,4
Kill EVERYBODY,Skrillex,brostep,252665,0.788,0.874,0,-3.336,1,0.0805,0.00219,0.00231,0.0998,0.629,126.988,297986,4
Kill EVERYBODY - Bare Noize Remix,Skrillex,brostep,307153,0.594,0.947,0,-3.904,1,0.0519,0.00133,0.108,0.305,0.362,140.043,281122,4
Kyoto (feat. Sirah),Skrillex,brostep,384308,0.605,0.92,4,-2.298,0,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787,4
Leave Before You Love Me (with Jonas Brothers),Marshmello,brostep,2222212,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4
Love Is Gone - Danny Olson Remix,SLANDER,brostep,213463,0.246,0.539,7,-6.327,1,0.0408,0.0104,0.000132,0.094,0.194,153.597,213463,4
Make It Bun Dem,Skrillex,brostep,213180,0.556,0.881,7,-2.224,1,0.082,0.00119,0,0.0709,0.337,104.973,213697,1
My Cloud,Grabbitz,brostep,3132374,0.754,0.938,8,-5.874,1,0.0612,0.321,4.62e-05,0.0889,0.505,144.074,187963,4
OK Not To Be OK,Marshmello,brostep,159862,0.743,0.837,1,-5.025,0,0.0649,0.0172,0,0.0743,0.263,103.072,159863,4
One Thing Right,Marshmello,brostep,122525,0.659,0.625,4,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,181824,4
One Thing Right - PMP Remix,Marshmello,brostep,1310470,0.564,0.715,6,-4.631,0,0.163,0.0415,0,0.0923,0.386,169.98,228706,4
Purple Lamborghini (with Rick Ross),Skrillex,brostep,2853,0.457,0.899,10,-2.591,0,0.132,0.0019,0,0.831,0.298,147.268,215510,4
Ragga Bomb,Skrillex,brostep,15092,0.595,0.961,7,-3.781,1,0.31,0.0282,0,0.271,0.61,174.071,258827,4
Recess,Skrillex,brostep,237653,0.658,0.93,5,-2.912,0,0.141,0.0236,0,0.578,0.132,104.018,237680,4
Red Lips (feat. Sam Bruno) - Skrillex Remix,Good Times Ahead,brostep,17187,0.528,0.983,8,-3.133,1,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,4
Right In,Skrillex,brostep,53347,0.636,0.802,2,-2.168,1,0.167,0.00631,4.14e-05,0.059,0.335,139.815,180400,4
Rock 'n' Roll (Will Take You to the Mountain),Skrillex,brostep,567997,0.713,0.971,0,-1.264,1,0.381,0.00228,2.05e-05,0.242,0.676,128.064,284130,4
Ruffneck - Full Flex,Skrillex,brostep,2788,0.646,0.97,5,-1.64,1,0.129,0.000244,0.00483,0.0668,0.325,140.145,226286,4
Run Cried the Crawling,Protohype,brostep,2319668,0.646,0.703,8,-4.154,1,0.0344,0.418,0.00996,0.138,0.176,108.735,238345,3
Scary Monsters and Nice Sprites,Skrillex,brostep,560350,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,243354,4
Scary Monsters and Nice Sprites - Noisia Remix,Skrillex,brostep,204154,0.6,0.871,7,-4.108,0,0.235,0.00207,0.3,0.127,0.639,140.144,204154,4
Scary Monsters and Nice Sprites - Zedd Remix,Skrillex,brostep,357876,0.93,0.641,7,-3.719,0,0.346,0.000911,0.0637,0.572,0.345,127.994,357877,4
Scatta (feat. Foreign Beggars & Bare Noize),Skrillex,brostep,363902,0.618,0.928,0,-5.19,1,0.211,0.0154,3.95e-06,0.201,0.37,140.031,234891,4
Scream Saver,Subtronics,brostep,427770,0.644,0.88,10,0.91,0,0.274,0.0225,0.544,0.575,0.415,75.021,230400,4
Shady Intentions (feat. Tori Levett),NGHTMRE,brostep,185316,0.499,0.865,10,-4.898,0,0.0468,0.0984,0.000712,0.497,0.489,158.021,182279,4
Star Glide,MUZZ,brostep,307140,0.42,0.964,7,-1.397,1,0.107,7.18e-05,0.000274,0.543,0.0716,174.881,307199,4
Still Getting It,Foreign Beggars,brostep,714,0.589,0.955,5,-4.81,0,0.116,0.00551,0.00103,0.369,0.661,140.068,240012,4
Still Looking - CESQEAUX Remix,San Holo,brostep,189200,0.617,0.803,6,-6.015,1,0.0858,0.133,5.5e-05,0.0902,0.643,150.051,189200,4
Summit (feat. Ellie Goulding),Skrillex,brostep,375914,0.692,0.773,6,-3.739,1,0.0359,0.226,0.0104,0.108,0.486,139.989,373987,4
Taste of You,Rezz,brostep,1522101,0.667,0.679,0,-6.616,1,0.0475,0.0064,5.28e-05,0.17,0.32,100.054,167606,4
The Devil's Den,Skrillex,brostep,169035,0.616,0.946,1,-2.876,1,0.0687,0.00075,0.0777,0.355,0.322,127.992,292907,4
Tongue Tied (with YUNGBLUD & blackbear) - HiGuys Remix,Marshmello,brostep,275099,0.516,0.805,1,-7.227,0,0.145,0.00716,3.43e-06,0.0588,0.346,149.982,275200,4
Too Much,Party Favor,brostep,219242,0.612,0.89,1,-5.582,1,0.0628,0.00151,0.868,0.0894,0.397,127.013,219242,4
Try It Out,Skrillex,brostep,229108,0.423,0.943,0,-2.808,1,0.498,0.0227,0,0.0798,0.165,139.48,229213,4
Try It Out - Put Em up Mix,Skrillex,brostep,0,0.446,0.975,2,-2.329,0,0.163,0.00719,0.289,0.214,0.178,139.93,322286,4
We Rise,San Holo,brostep,268880,0.747,0.491,6,-6.043,1,0.0639,0.197,1.77e-05,0.0837,0.827,145.034,266483,4
After Midnight,Slushii,brostep,178438,0.418,0.965,10,-2.417,0,0.163,0.0477,3.88e-06,0.561,0.28,139.759,178519,4
All I Ask of You (feat. Pennybirdrabbit),Skrillex,brostep,680412,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,340341,4
